id,last_click,last_url,input_text,cover_text,selected_image,time_stamp
4446,"Ad for Christmas,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 16:34:24.761000+00:00
4447,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 16:34:30.432000+00:00
4448,"Shop Occasions button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 16:34:35.703000+00:00
4449,"Subcategory Get_Well button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 16:34:40.009000+00:00
4450,"Opened jailCell.jpg,URL=http://127.0.0.1:8000/kiosk/Get_Well/",blank,,blank,,2014-12-18 16:35:11.545000+00:00
4451,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Get_Well/",blank,,blank,,2014-12-18 16:35:22.355000+00:00
4452,"Opened jailCell.jpg,URL=http://127.0.0.1:8000/kiosk/Get_Well/",blank,,blank,,2014-12-18 16:35:26.937000+00:00
4453,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Get_Well/",blank,,blank,,2014-12-18 16:35:29.106000+00:00
4454,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Get_Well/",blank,,blank,,2014-12-18 16:35:48.729000+00:00
4455,"Shop Occasions button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 16:35:51.173000+00:00
4456,"Shop Artist button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 16:35:56.532000+00:00
4457,"Shop Collections button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 16:35:58.472000+00:00
4458,"Subcategory Everything button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 16:36:01.078000+00:00
4459,"Opened katherinedevine_20141203202021.jpg,URL=http://127.0.0.1:8000/kiosk/Everything/",blank,,blank,,2014-12-18 16:36:23.789000+00:00
4460,"Opened tleighanna_20141022003231.jpg,URL=http://127.0.0.1:8000/kiosk/Everything/",blank,,blank,,2014-12-18 16:37:01.225000+00:00
4461,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Everything/",blank,,blank,,2014-12-18 16:37:04.389000+00:00
4462,"Opened birthdayCandles.jpg,URL=http://127.0.0.1:8000/kiosk/Everything/",blank,,blank,,2014-12-18 16:37:12.947000+00:00
4463,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Everything/",blank,,blank,,2014-12-18 16:37:14.168000+00:00
4464,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Everything/",blank,,blank,,2014-12-18 16:37:35.758000+00:00
4465,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 17:29:07.166000+00:00
4466,"Subcategory Groundhog_Day button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 17:29:11.365000+00:00
4467,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Groundhog_Day/",blank,,blank,,2014-12-18 17:29:13.826000+00:00
4468,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 17:29:19.144000+00:00
4469,"Subcategory Christmas button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 17:29:21.316000+00:00
4470,"Opened eli_christopher_20140915232844.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 17:29:52.149000+00:00
4471,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 17:29:58.361000+00:00
4472,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 17:30:01.591000+00:00
4473,"Back of card button clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 17:30:06.622000+00:00
4474,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 17:30:11.003000+00:00
4475,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 17:30:16.317000+00:00
4476,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 17:34:12.044000+00:00
4477,"Subcategory Christmas button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 17:34:15.107000+00:00
4478,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 17:35:14.978000+00:00
4479,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:20:55.230000+00:00
4480,"Subcategory Christmas button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:20:56.544000+00:00
4481,"Opened katealbee_20141107210001.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 18:21:42.897000+00:00
4482,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,Can't wait to be together this holiday season.,blank,,2014-12-18 18:21:49.353000+00:00
4483,"Inside right of card clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,Can't wait to be together this holiday season.,blank,,2014-12-18 18:21:53.928000+00:00
4484,"Front of card clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,Can't wait to be together this holiday season.,blank,,2014-12-18 18:21:54.857000+00:00
4485,"Front of card clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,Can't wait to be together this holiday season.,blank,,2014-12-18 18:21:55.621000+00:00
4486,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,Can't wait to be together this holiday season.,blank,,2014-12-18 18:21:58.259000+00:00
4487,"Inside right of card clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,Can't wait to be together this holiday season.,blank,,2014-12-18 18:22:04.866000+00:00
4488,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,Can't wait to be together this holiday season.,blank,,2014-12-18 18:22:13.737000+00:00
4489,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-18 18:22:22.547000+00:00
4490,"Preview for Christmas,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:32.649000+00:00
4491,"Preview for Call to Action,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:33.725000+00:00
4492,"Preview for New Additions,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:35.110000+00:00
4493,"Preview for Your Town ad,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:36.413000+00:00
4494,"Preview for Christmas,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:37.925000+00:00
4495,"Preview for Your Town ad,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:40.225000+00:00
4496,"Preview for Your Town ad,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:40.478000+00:00
4497,"Ad for Your Town,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:42.126000+00:00
4498,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/New_River_Valley/",blank,,blank,,2014-12-18 18:22:47.360000+00:00
4499,"Shop Occasions button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:50.108000+00:00
4500,"Subcategory Just_Because button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 18:22:52.285000+00:00
4501,          Page timeout,blank,blank,blank,blank,2014-12-18 18:28:55.194000+00:00
4502,"Shop Occasions button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 19:22:45.969000+00:00
4503,"Shop Occasions button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 19:22:46.264000+00:00
4504,"Subcategory Birthday button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-18 19:22:48.798000+00:00
4505,"Opened eagle.jpg,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-18 19:23:03.878000+00:00
4506,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Birthday/",blank,,blank,,2014-12-18 19:23:06.836000+00:00
