id,last_click,last_url,input_text,cover_text,selected_image,time_stamp
1112,"Ad for Your Town,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-16 08:19:10.116000+00:00
1113,"Local artists preference value button,URL=http://127.0.0.1:8000/kiosk/New_River_Valley/",blank,,blank,,2014-12-16 08:19:16.263000+00:00
1114,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/New_River_Valley/?prefN0=Local&prefV0=24060",blank,,blank,,2014-12-16 08:19:19.927000+00:00
1115,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-16 08:19:25.630000+00:00
1116,"Subcategory Christmas button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-16 08:19:27.395000+00:00
1117,"Opened katealbee_20141107210323.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-16 08:19:41.294000+00:00
1118,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-16 08:19:43.030000+00:00
1119,"Opened eli_christopher_20140915232844.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-16 08:19:46.570000+00:00
1120,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-16 08:19:49.679000+00:00
1121,          Hourly restart,blank,blank,blank,blank,2014-12-16 08:25:40.686000+00:00
1122,"Ad for Your Town,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-16 11:43:22.969000+00:00
1123,          Hourly restart,blank,blank,blank,blank,2014-12-16 11:49:14.539000+00:00
1124,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-16 12:15:51.893000+00:00
1125,"Subcategory Christmas button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-16 12:15:53.347000+00:00
1126,"Opened ladylucas_20141028173800.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-16 12:16:27.091000+00:00
1127,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-16 12:16:35.854000+00:00
1128,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,May there be nothing but visions of candy and sugarplums this holiday season! ,blank,,2014-12-16 12:16:41.168000+00:00
1129,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,May there be nothing but visions of candy and sugarplums this holiday season! ,blank,,2014-12-16 12:16:52.647000+00:00
1130,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEmerry christmas ",blank,,2014-12-16 12:17:04.417000+00:00
1131,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEmerry christmas ",blank,,2014-12-16 12:17:05.514000+00:00
1132,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEmerry christmas Collette ",blank,,2014-12-16 12:17:15.104000+00:00
1133,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEMerry Christmas Collette ",blank,,2014-12-16 12:17:28.239000+00:00
1134,"Front button clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEMerry Christmas Collette ",blank,,2014-12-16 12:17:34.290000+00:00
1135,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEMerry Christmas Collette ",blank,,2014-12-16 12:17:37.371000+00:00
1136,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEMerry Christmas Collette ",blank,,2014-12-16 12:17:39.695000+00:00
1137,"Back of card button clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEMerry Christmas Collette! ",blank,,2014-12-16 12:17:44.621000+00:00
1138,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEMerry Christmas Collette! ",blank,,2014-12-16 12:17:49.248000+00:00
1139,"Checkout button,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEMerry Christmas Collette! ",blank,ladylucas_20141028173800.jpg,2014-12-16 12:17:53.171000+00:00
1140,"credit,MATTHEW D,WEINBERGER,1418732295----------------------------------------------------------------------------------------",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEMerry Christmas Collette! ",blank,ladylucas_20141028173800.jpg,2014-12-16 12:18:15.249000+00:00
1141,"Card accepted,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,"May there be nothing but visions of candy and sugarplums this holiday season! NEWLINENEWLINEMerry Christmas Collette! ",blank,ladylucas_20141028173800.jpg,2014-12-16 12:18:20.259000+00:00
1142,blank,blank,blank,blank,blank,2014-12-16 12:18:20.683000+00:00
1143,blank,blank,blank,blank,blank,2014-12-16 12:18:20.783000+00:00
1144,"Net Promoter value of 10,URL=http://127.0.0.1:8000/kiosk/printing/",blank,,blank,,2014-12-16 12:18:29.483000+00:00
1145,"Email address box clicked,URL=http://127.0.0.1:8000/kiosk/printing/",blank,,blank,,2014-12-16 12:18:35.717000+00:00
1146,"Email receipt sent: mattw476@gmail.com,URL=http://127.0.0.1:8000/kiosk/printing/",blank,,blank,,2014-12-16 12:19:03.256000+00:00
1147,No prints in queue,blank,blank,blank,blank,2014-12-16 12:19:30.321000+00:00
