id,last_click,last_url,input_text,cover_text,selected_image,time_stamp
5909,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 10:07:45.832000+00:00
5910,"Subcategory Christmas button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 10:07:48.611000+00:00
5911,          Page timeout,blank,blank,blank,blank,2014-12-24 10:14:03.894000+00:00
5912,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 16:16:47.466000+00:00
5913,"Subcategory Christmas button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 16:16:48.602000+00:00
5914,"Opened running.river_20140911211437.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 16:16:52.879000+00:00
5915,"Checkout button,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,running.river_20140911211437.jpg,2014-12-24 16:17:01.794000+00:00
5916,"credit,JACKSON C,MEANS,1419437834----------------------------------------------------------------------------------------",blank,,blank,running.river_20140911211437.jpg,2014-12-24 16:17:14.239000+00:00
5917,"Card accepted,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,running.river_20140911211437.jpg,2014-12-24 16:17:19.252000+00:00
5918,blank,blank,blank,blank,blank,2014-12-24 16:17:20.072000+00:00
5919,blank,blank,blank,blank,blank,2014-12-24 16:17:20.119000+00:00
5920,"Design another card clicked,URL=http://127.0.0.1:8000/kiosk/printing/",blank,,blank,,2014-12-24 16:17:25.833000+00:00
5921,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 16:17:28.376000+00:00
5922,"Subcategory Christmas button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 16:17:30.772000+00:00
5923,"Suggestive button,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 16:17:40.192000+00:00
5924,"Suggestive TOGGLE,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 16:17:41.821000+00:00
5925,"Opened sandramcfarland_20141104053246.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,,blank,,2014-12-24 16:17:52.506000+00:00
5926,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,,blank,,2014-12-24 16:17:54.900000+00:00
5927,"Opened eli_christopher_20141206235532.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,,blank,,2014-12-24 16:17:59.816000+00:00
5928,"Inside button or suggested text clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,Christmas is all about giving...,blank,,2014-12-24 16:18:04.457000+00:00
5929,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,Christmas is all about giving...,blank,,2014-12-24 16:18:08.002000+00:00
5930,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,"Christmas is all about giving...NEWLINEand i spank ur bum and schqueeze ir titties",blank,,2014-12-24 16:18:39.567000+00:00
5931,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,"Christmas is all about giving...NEWLINEand i spank ur bum and schqueeze ir titties",blank,,2014-12-24 16:18:40.326000+00:00
5932,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,"Christmas is all about giving...NEWLINEand i spank ur bum and schqueeze ur titties",blank,,2014-12-24 16:18:43.456000+00:00
5933,"Text area clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,"Christmas is all about giving...NEWLINEoral sex",blank,,2014-12-24 16:19:37.171000+00:00
5934,"Checkout button,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,"Christmas is all about giving...NEWLINENEWLINENEWLINENEWLINENEWLINEoral sex",blank,eli_christopher_20141206235532.jpg,2014-12-24 16:19:53.738000+00:00
5935,"credit,JACKSON C,MEANS,1419437999----------------------------------------------------------------------------------------",blank,"Christmas is all about giving...NEWLINENEWLINENEWLINENEWLINENEWLINEoral sex",blank,eli_christopher_20141206235532.jpg,2014-12-24 16:19:59.527000+00:00
