id,last_click,last_url,input_text,cover_text,selected_image,time_stamp
7036,"Ad for Christmas,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 13:45:48.997000+00:00
7037,"Opened katealbee_20141107210323.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 13:46:03.307000+00:00
7038,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 13:46:06.945000+00:00
7039,"Opened GoldenSwirlingChristmasTreewithBlackishGreenBackground-by-thevectorart.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 13:46:15.096000+00:00
7040,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 13:46:16.727000+00:00
7041,"Opened katherinedevine_20141203191934.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 13:46:20.768000+00:00
7042,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 13:46:24.645000+00:00
7043,"Opened katherinedevine_20141203191934.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 13:46:26.880000+00:00
7044,"Checkout button,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,katherinedevine_20141203191934.jpg,2014-12-24 13:46:27.861000+00:00
7045,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 13:46:32.473000+00:00
7046,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 13:46:34.583000+00:00
7047,"Shop Artist button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 13:46:36.498000+00:00
7048,"Shop Holidays button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 13:46:39.833000+00:00
7049,"Shop Artist button,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 13:46:41.354000+00:00
7050,"Wrong artist search for poop,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 13:46:43.241000+00:00
7051,"Ad for Your Town,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 13:46:47.237000+00:00
7052,"Back button to start screen,URL=http://127.0.0.1:8000/kiosk/New_River_Valley/",blank,,blank,,2014-12-24 13:46:48.924000+00:00
7053,"info@cardisle.com email address,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 13:46:49.659000+00:00
7054,"Ad for Your Town,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 14:06:11.643000+00:00
7055,          Page timeout,blank,blank,blank,blank,2014-12-24 14:12:02.907000+00:00
7056,"Preview for New Additions,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 14:51:56.369000+00:00
7057,"Preview for Call to Action,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 14:51:56.762000+00:00
7058,"Preview for Your Town ad,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 14:51:59.016000+00:00
7059,"Preview for Christmas,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 14:52:01.350000+00:00
7060,"Ad for Christmas,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 14:52:05.766000+00:00
7061,"Suggestive button,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 14:52:37.124000+00:00
7062,"Suggestive TOGGLE,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 14:52:39.232000+00:00
7063,"Opened ladylucas_20141028173800.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,,blank,,2014-12-24 14:52:49.226000+00:00
7064,"Back of card button clicked,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,,blank,,2014-12-24 14:52:54.328000+00:00
7065,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/?prefN0=Suggestive&prefV0=Suggestive",blank,,blank,,2014-12-24 14:52:57.695000+00:00
7066,          Page timeout,blank,blank,blank,blank,2014-12-24 14:59:12.700000+00:00
7067,"Ad for Your Town,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 16:24:17.243000+00:00
7068,          Page timeout,blank,blank,blank,blank,2014-12-24 16:30:08.848000+00:00
7069,"Ad for Your Town,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 16:36:45.340000+00:00
7070,          Page timeout,blank,blank,blank,blank,2014-12-24 16:42:36.876000+00:00
7071,"Ad for Christmas,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 18:15:19.126000+00:00
7072,          Page timeout,blank,blank,blank,blank,2014-12-24 18:21:12.442000+00:00
7073,"Ad for New Additions,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 18:34:06.549000+00:00
7074,          Page timeout,blank,blank,blank,blank,2014-12-24 18:39:58.843000+00:00
7075,"Ad for New Additions,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 18:54:00.554000+00:00
7076,"Opened tinybee_20141031053006.jpg,URL=http://127.0.0.1:8000/kiosk/New_Additions/",blank,,blank,,2014-12-24 18:54:07.092000+00:00
7077,"Front of card clicked,URL=http://127.0.0.1:8000/kiosk/New_Additions/",blank,,blank,,2014-12-24 18:54:08.200000+00:00
7078,"Gray area used to close,URL=http://127.0.0.1:8000/kiosk/New_Additions/",blank,,blank,,2014-12-24 18:54:14.653000+00:00
7079,"Opened tinybee_20141103014444.jpg,URL=http://127.0.0.1:8000/kiosk/New_Additions/",blank,,blank,,2014-12-24 18:54:19.396000+00:00
7080,"Front of card clicked,URL=http://127.0.0.1:8000/kiosk/New_Additions/",blank,,blank,,2014-12-24 18:54:20.328000+00:00
7081,          Page timeout,blank,blank,blank,blank,2014-12-24 19:00:05.270000+00:00
7082,"Ad for Christmas,URL=http://127.0.0.1:8000/kiosk/",blank,,blank,,2014-12-24 19:25:34.078000+00:00
7083,"Opened brocards_20141206215232.jpg,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 19:25:42.564000+00:00
7084,"X button used to close,URL=http://127.0.0.1:8000/kiosk/Christmas/",blank,,blank,,2014-12-24 19:25:48.987000+00:00
